access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,134495.0255,134756.0283,0.0136,131072.0000,1024.0000,0.0070,1.9453,0.2452,1.9491,64,0
read,189715.5139,190176.0581,0.0106,131072.0000,1024.0000,0.0065,1.3784,0.0273,1.3818,64,0
write,150023.6498,150324.7743,0.0133,131072.0000,1024.0000,0.0069,1.7439,0.0578,1.7474,64,1
read,189963.7039,190430.6663,0.0106,131072.0000,1024.0000,0.0066,1.3766,0.0284,1.3800,64,1
write,139950.0243,140193.6357,0.0143,131072.0000,1024.0000,0.0063,1.8699,0.0602,1.8731,64,2
read,142722.9681,142967.8416,0.0142,131072.0000,1024.0000,0.0062,1.8336,0.0514,1.8367,64,2
write,148590.7647,148890.3726,0.0133,131072.0000,1024.0000,0.0069,1.7607,0.0720,1.7642,64,3
read,189375.3912,189845.5262,0.0107,131072.0000,1024.0000,0.0067,1.3808,0.0254,1.3843,64,3
write,150492.4422,150777.5042,0.0133,131072.0000,1024.0000,0.0064,1.7386,0.0556,1.7419,64,4
read,190432.3154,190876.9968,0.0106,131072.0000,1024.0000,0.0063,1.3734,0.0251,1.3766,64,4
