access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,302899.2281,151904.6637,0.0261,131072.0000,2048.0000,0.0085,1.7257,0.2640,1.7309,128,0
read,222676.0001,111492.7055,0.0324,131072.0000,2048.0000,0.0064,2.3512,0.4424,2.3545,128,0
write,324964.7191,162836.5257,0.0247,131072.0000,2048.0000,0.0069,1.6099,0.0979,1.6134,128,1
read,216131.0973,108213.9608,0.0352,131072.0000,2048.0000,0.0065,2.4225,0.4601,2.4258,128,1
write,303003.4024,151791.0223,0.0267,131072.0000,2048.0000,0.0064,1.7270,0.0922,1.7303,128,2
read,229220.1953,114769.1008,0.0325,131072.0000,2048.0000,0.0062,2.2841,0.3222,2.2873,128,2
write,340362.7674,170562.7250,0.0240,131072.0000,2048.0000,0.0066,1.5369,0.0844,1.5404,128,3
read,219666.4258,109985.3352,0.0315,131072.0000,2048.0000,0.0065,2.3834,0.4620,2.3867,128,3
write,346874.7539,173831.1583,0.0236,131072.0000,2048.0000,0.0066,1.5080,0.0774,1.5115,128,4
read,258047.1070,129230.8557,0.0274,131072.0000,2048.0000,0.0064,2.0285,0.3209,2.0318,128,4
