access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,297413.3636,18667.5213,0.1027,131072.0000,16384.0000,0.0071,0.8777,0.0965,0.8814,64,0
read,130355.7635,8160.5567,0.2354,131072.0000,16384.0000,0.0067,2.0077,0.8490,2.0110,64,0
write,273741.8781,17171.6611,0.1119,131072.0000,16384.0000,0.0070,0.9541,0.0852,0.9576,64,1
read,117029.5674,7325.1691,0.2737,131072.0000,16384.0000,0.0069,2.2367,0.9493,2.2400,64,1
write,274944.3060,17246.9166,0.1135,131072.0000,16384.0000,0.0078,0.9500,0.0772,0.9534,64,2
read,123700.9710,7743.4270,0.2475,131072.0000,16384.0000,0.0069,2.1159,0.7956,2.1192,64,2
write,277077.0676,17381.1164,0.1133,131072.0000,16384.0000,0.0069,0.9426,0.0816,0.9461,64,3
read,133629.7376,8366.0130,0.1609,131072.0000,16384.0000,0.0069,1.9584,0.9082,1.9617,64,3
write,277666.7221,17420.7591,0.1126,131072.0000,16384.0000,0.0072,0.9405,0.0705,0.9441,64,4
read,117155.2000,7333.4051,0.2793,131072.0000,16384.0000,0.0072,2.2342,0.7238,2.2376,64,4
