access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,48406.7300,48493.8655,0.0150,131072.0000,1024.0000,0.0068,2.0271,0.2110,2.0308,24,0
read,71834.9214,72007.1806,0.0106,131072.0000,1024.0000,0.0064,1.3652,0.0262,1.3685,24,0
write,51232.0488,51322.2322,0.0147,131072.0000,1024.0000,0.0066,1.9154,0.0556,1.9188,24,1
read,72142.9987,72314.6857,0.0105,131072.0000,1024.0000,0.0063,1.3594,0.0281,1.3626,24,1
write,52993.8107,53092.9274,0.0142,131072.0000,1024.0000,0.0067,1.8515,0.0471,1.8550,24,2
read,68827.6623,68990.0096,0.0110,131072.0000,1024.0000,0.0066,1.4249,0.0204,1.4283,24,2
write,54667.9104,54773.8529,0.0137,131072.0000,1024.0000,0.0067,1.7947,0.0486,1.7982,24,3
read,72189.7208,72367.8538,0.0106,131072.0000,1024.0000,0.0066,1.3584,0.0219,1.3617,24,3
write,51693.1297,51786.6168,0.0145,131072.0000,1024.0000,0.0066,1.8983,0.0583,1.9017,24,4
read,72474.4632,72650.8440,0.0104,131072.0000,1024.0000,0.0065,1.3531,0.0233,1.3564,24,4
