access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,185977.7938,186329.5220,0.0150,131072.0000,1024.0000,0.0076,2.1103,0.2315,2.1143,96,0
read,170670.8773,170922.6067,0.0159,131072.0000,1024.0000,0.0070,2.3005,0.2902,2.3039,96,0
write,207953.8518,208326.7734,0.0140,131072.0000,1024.0000,0.0067,1.8875,0.1238,1.8909,96,1
read,180160.4251,180430.7627,0.0164,131072.0000,1024.0000,0.0064,2.1793,0.0972,2.1826,96,1
write,206595.5606,207008.8484,0.0139,131072.0000,1024.0000,0.0073,1.8995,0.1480,1.9033,96,2
read,186568.1875,186865.5650,0.0163,131072.0000,1024.0000,0.0066,2.1043,0.0431,2.1076,96,2
write,212281.0400,212690.2543,0.0138,131072.0000,1024.0000,0.0070,1.8488,0.1066,1.8523,96,3
read,186590.1603,186884.4102,0.0159,131072.0000,1024.0000,0.0065,2.1041,0.1054,2.1074,96,3
write,200883.6034,201280.5225,0.0144,131072.0000,1024.0000,0.0073,1.9536,0.1198,1.9574,96,4
read,220751.8375,221181.7588,0.0136,131072.0000,1024.0000,0.0068,1.7778,0.0568,1.7813,96,4
