access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,148180.1630,9301.1619,0.1065,131072.0000,16384.0000,0.0071,0.8808,0.0776,0.8845,32,0
read,83180.5506,5210.0224,0.1842,131072.0000,16384.0000,0.0067,1.5724,0.5563,1.5758,32,0
write,135603.4590,8505.5763,0.1137,131072.0000,16384.0000,0.0067,0.9631,0.0762,0.9666,32,1
read,68620.5688,4296.1106,0.2072,131072.0000,16384.0000,0.0064,1.9068,0.5171,1.9101,32,1
write,135487.3931,8499.0016,0.1147,131072.0000,16384.0000,0.0068,0.9639,0.0645,0.9674,32,2
read,64281.3554,4024.2160,0.2016,131072.0000,16384.0000,0.0066,2.0357,0.7082,2.0390,32,2
write,135112.5186,8476.3933,0.1151,131072.0000,16384.0000,0.0071,0.9664,0.0668,0.9701,32,3
read,68180.7297,4268.9969,0.1941,131072.0000,16384.0000,0.0069,1.9190,0.5173,1.9224,32,3
write,133568.1485,8377.5307,0.1154,131072.0000,16384.0000,0.0066,0.9779,0.0814,0.9813,32,4
read,70153.9854,4392.4253,0.2196,131072.0000,16384.0000,0.0065,1.8650,0.6073,1.8683,32,4
