access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,32808.0567,32870.2438,0.0145,131072.0000,1024.0000,0.0070,1.9938,0.1670,1.9976,16,0
read,44946.5572,45051.4276,0.0111,131072.0000,1024.0000,0.0067,1.4547,0.0503,1.4581,16,0
write,35254.4840,35319.3247,0.0143,131072.0000,1024.0000,0.0067,1.8555,0.0503,1.8589,16,1
read,42359.4274,42450.1344,0.0118,131072.0000,1024.0000,0.0065,1.5438,0.0428,1.5471,16,1
write,35060.0497,35127.6463,0.0142,131072.0000,1024.0000,0.0068,1.8657,0.0509,1.8693,16,2
read,45092.6889,45194.6836,0.0113,131072.0000,1024.0000,0.0064,1.4501,0.0431,1.4534,16,2
write,35122.2063,35186.7727,0.0142,131072.0000,1024.0000,0.0066,1.8625,0.0492,1.8659,16,3
read,44513.5451,44613.9982,0.0113,131072.0000,1024.0000,0.0065,1.4690,0.0412,1.4723,16,3
write,35179.0091,35245.2307,0.0141,131072.0000,1024.0000,0.0068,1.8594,0.0497,1.8629,16,4
read,42518.2719,42611.7947,0.0118,131072.0000,1024.0000,0.0066,1.5380,0.0360,1.5414,16,4
