access,IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter,nnodes,seg,bw(GiB/s)
write,11065.6824,0.1513,131072.0,8192.0,0.0149,3.7015,1.7663,3.7047,80,3,1,32,86.37620341796875
write,11649.0053,0.1545,131072.0,8192.0,0.0191,3.5162,1.5238,3.5194,80,4,1,32,90.923736328125
write,11846.4898,0.1019,131072.0,8192.0,0.0177,2.4203,0.9844,2.4241,56,0,1,32,92.4052318359375
write,12446.4478,0.1166,131072.0,8192.0,0.0145,2.3036,1.1167,2.307,56,1,1,32,97.09524677734375
write,12046.0615,0.1264,131072.0,8192.0,0.0834,2.3802,0.8064,2.3835,56,2,1,32,93.97767080078125
write,12974.8948,0.1163,131072.0,8192.0,0.0186,2.2098,0.7246,2.213,56,3,1,32,101.21841396484375
write,13042.3312,0.1111,131072.0,8192.0,0.0405,2.1984,0.8336,2.2018,56,4,1,32,101.73480693359375
write,6678.4896,0.205,131072.0,16384.0,0.0106,1.8399,0.2955,1.8476,48,0,1,32,103.92134716796875
write,6246.3968,0.1992,131072.0,16384.0,0.0061,1.9672,0.4192,1.9704,48,1,1,32,97.444508984375
write,6302.1594,0.2034,131072.0,16384.0,0.0057,1.9498,0.3738,1.9528,48,2,1,32,98.32157109375
write,6337.7248,0.2044,131072.0,16384.0,0.0064,1.9389,0.3729,1.9422,48,3,1,32,98.85701767578125
write,6781.7495,0.2048,131072.0,16384.0,0.0061,1.8119,0.2545,1.8151,48,4,1,32,105.78086865234376
write,6562.8089,0.321,131072.0,16384.0,0.0215,3.1206,1.1594,3.1283,80,0,1,32,102.292924609375
write,6570.8252,0.3198,131072.0,16384.0,0.0198,3.1168,1.1736,3.1201,80,1,1,32,102.5598271484375
write,5493.9172,0.3209,131072.0,16384.0,0.0138,3.7278,1.6429,3.7308,80,2,1,32,85.771383203125
write,6106.5806,0.3215,131072.0,16384.0,0.0151,3.3538,1.3133,3.3571,80,3,1,32,95.3207919921875
write,6404.2408,0.3952,131072.0,16384.0,0.0151,3.1979,1.197,3.2012,80,4,1,32,99.96332529296875
write,6623.2445,0.3011,131072.0,16384.0,0.0184,2.7829,0.9696,2.7867,72,0,1,32,103.34708193359376
write,6299.5273,0.2808,131072.0,16384.0,0.0181,2.9259,1.0408,2.9291,72,1,1,32,98.32479638671875
write,5082.5837,0.4533,131072.0,16384.0,0.0189,3.6265,2.3183,3.6299,72,2,1,32,79.3400025390625
write,5707.7191,0.26,131072.0,16384.0,0.0289,3.2293,1.4424,3.2325,72,3,1,32,89.095986328125
write,6025.5046,0.2929,131072.0,16384.0,0.0146,3.059,1.3055,3.0624,72,4,1,32,94.04280771484375
write,7362.6425,0.1612,131072.0,16384.0,0.011,1.3908,0.1166,1.3988,40,0,1,32,114.3856376953125
write,7480.1145,0.1635,131072.0,16384.0,0.006,1.369,0.0948,1.372,40,1,1,32,116.61586875
write,7472.5922,0.1655,131072.0,16384.0,0.0065,1.3703,0.0846,1.3738,40,2,1,32,116.469257421875
write,7522.647,0.1649,131072.0,16384.0,0.0066,1.3612,0.0822,1.3646,40,3,1,32,117.24687587890625
write,7442.2116,0.1632,131072.0,16384.0,0.0067,1.3759,0.105,1.3794,40,4,1,32,115.99446416015626
write,5663.2129,0.3938,131072.0,16384.0,0.0214,3.978,1.8287,3.9818,88,0,1,32,88.40256181640625
write,6320.6521,0.3244,131072.0,16384.0,0.0154,3.5642,1.3749,3.5675,88,1,1,32,98.6680376953125
write,6382.3017,0.3188,131072.0,16384.0,0.0147,3.5298,1.3105,3.5331,88,2,1,32,99.62902216796876
write,5976.2783,0.4712,131072.0,16384.0,0.0152,3.7696,1.4667,3.773,88,3,1,32,93.29478486328125
write,5468.216,0.4705,131072.0,16384.0,0.0106,4.1198,1.8405,4.123,88,4,1,32,85.375553515625
write,6992.4618,0.2535,131072.0,16384.0,0.0182,2.0502,0.4451,2.0577,56,0,1,32,108.8616177734375
write,6961.6294,0.2472,131072.0,16384.0,0.0172,2.0593,0.4732,2.0625,56,1,1,32,108.60647490234375
write,6717.9733,0.2667,131072.0,16384.0,0.0637,2.134,0.5912,2.1374,56,2,1,32,104.8003224609375
write,6968.9668,0.242,131072.0,16384.0,0.0138,2.0571,0.5406,2.0604,56,3,1,32,108.71781025390625
write,6915.3476,0.25,131072.0,16384.0,0.0133,2.0731,0.5579,2.0764,56,4,1,32,107.88069150390625
write,5855.7186,0.4277,131072.0,16384.0,0.0215,4.1969,1.6667,4.2042,96,0,1,32,91.3366896484375
write,6376.242,0.3989,131072.0,16384.0,0.0146,3.8543,1.1791,3.8576,96,1,1,32,99.5433708984375
write,5742.0334,0.4042,131072.0,16384.0,0.015,4.28,1.8066,4.2831,96,2,1,32,89.65404287109375
write,5984.3667,0.4003,131072.0,16384.0,0.013,4.1067,1.5798,4.1099,96,3,1,32,93.4334994140625
write,5695.5057,0.3693,131072.0,16384.0,0.0183,4.315,1.9164,4.3183,96,4,1,32,88.9231208984375
write,5734.0908,0.2694,131072.0,16384.0,0.018,2.8573,1.1033,2.8638,64,0,1,32,89.39299580078125
write,6256.9861,0.267,131072.0,16384.0,0.0333,2.6185,0.8671,2.6218,64,1,1,32,97.6434732421875
write,5639.3527,0.3114,131072.0,16384.0,0.0171,2.9053,1.236,2.9088,64,2,1,32,88.00946796875
write,5731.6994,0.2766,131072.0,16384.0,0.0125,2.8585,1.0751,2.8617,64,3,1,32,89.45797705078125
write,5244.0915,0.2879,131072.0,16384.0,0.014,3.1243,1.8951,3.1276,64,4,1,32,81.85305478515625
write,7116.6715,0.1309,131072.0,16384.0,0.0066,1.1511,0.144,1.1547,32,0,1,32,110.85111630859375
write,7200.2518,0.132,131072.0,16384.0,0.0061,1.1377,0.1119,1.1409,32,1,1,32,112.1946712890625
write,7256.6472,0.1333,131072.0,16384.0,0.0058,1.1289,0.1109,1.1319,32,2,1,32,113.0836873046875
write,7241.0211,0.1413,131072.0,16384.0,0.0061,1.1313,0.1173,1.1345,32,3,1,32,112.82244599609375
write,7192.4384,0.1406,131072.0,16384.0,0.0058,1.139,0.1413,1.142,32,4,1,32,112.08437119140625
write,4898.0215,0.1025,131072.0,16384.0,0.0065,0.8363,0.0391,0.8397,16,0,1,32,76.2152529296875
write,5053.9254,0.0998,131072.0,16384.0,0.0061,0.8105,0.0368,0.8136,16,1,1,32,78.66553974609376
write,5090.8671,0.0982,131072.0,16384.0,0.006,0.8046,0.0385,0.8077,16,2,1,32,79.23765263671875
write,5218.0002,0.0966,131072.0,16384.0,0.0061,0.785,0.0441,0.7881,16,3,1,32,81.20529033203125
write,5223.5706,0.0972,131072.0,16384.0,0.0063,0.7841,0.0442,0.7874,16,4,1,32,81.2788328125
write,2813.013,0.0884,131072.0,16384.0,0.0065,0.728,0.0513,0.7315,8,0,1,32,43.74358046875
write,2853.8861,0.0874,131072.0,16384.0,0.0059,0.7176,0.049,0.7207,8,1,1,32,44.40287607421875
write,2927.1527,0.0857,131072.0,16384.0,0.006,0.6997,0.0386,0.7028,8,2,1,32,45.53320517578125
write,2906.7333,0.0857,131072.0,16384.0,0.006,0.7046,0.0263,0.7077,8,3,1,32,45.21868125
write,2995.2158,0.0829,131072.0,16384.0,0.006,0.6838,0.0296,0.6869,8,4,1,32,46.58847919921875
write,6773.7553,0.1125,131072.0,16384.0,0.0067,0.907,0.0409,0.9108,24,0,1,32,105.406233984375
write,6752.2421,0.1135,131072.0,16384.0,0.006,0.9099,0.0364,0.913,24,1,1,32,105.14532578125
write,6748.1488,0.1138,131072.0,16384.0,0.0059,0.9105,0.0421,0.9135,24,2,1,32,105.08457177734375
write,6748.2443,0.1128,131072.0,16384.0,0.0061,0.9105,0.0411,0.9136,24,3,1,32,105.07453515625
write,6870.493,0.1113,131072.0,16384.0,0.0061,0.8943,0.0219,0.8974,24,4,1,32,106.97046162109375
