access,IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter,nnodes,seg,bw(GiB/s)
write,6922.598,0.2086,131072.0,16384.0,0.0171,1.7751,0.1582,1.7783,48,4,1,32,107.96768798828126
write,5439.9562,0.4341,131072.0,16384.0,0.031,3.7647,1.2173,3.7731,80,0,1,32,84.81015556640625
write,5687.0725,0.4316,131072.0,16384.0,0.0227,3.6011,1.0507,3.6044,80,1,1,32,88.77951826171875
write,5699.7102,0.4334,131072.0,16384.0,0.0286,3.5932,1.0406,3.5966,80,2,1,32,88.97247509765624
write,5724.1765,0.4341,131072.0,16384.0,0.0278,3.5778,1.0361,3.5812,80,3,1,32,89.35434833984375
write,5724.212,0.4345,131072.0,16384.0,0.0226,3.5778,1.0234,3.581,80,4,1,32,89.36024384765625
write,6371.1419,0.3476,131072.0,16384.0,0.0223,2.893,0.2402,2.8974,72,0,1,32,99.399489453125
write,6472.6605,0.3317,131072.0,16384.0,0.0234,2.8477,0.2647,2.8511,72,1,1,32,101.01310439453125
write,6541.2754,0.3316,131072.0,16384.0,0.0225,2.8178,0.2732,2.8211,72,2,1,32,102.08946884765625
write,6567.0966,0.3328,131072.0,16384.0,0.0235,2.8067,0.2568,2.81,72,3,1,32,102.4903052734375
write,6543.078,0.3324,131072.0,16384.0,0.0205,2.817,0.2672,2.8203,72,4,1,32,102.118570703125
write,5782.5208,0.2146,131072.0,16384.0,0.0161,1.7709,0.8634,1.7745,40,0,1,32,90.1657890625
write,5886.9692,0.1998,131072.0,16384.0,0.0141,1.7394,0.8536,1.7428,40,1,1,32,91.80881337890625
write,5797.1269,0.2018,131072.0,16384.0,0.0146,1.7664,0.8691,1.7696,40,2,1,32,90.4147359375
write,5831.2687,0.2013,131072.0,16384.0,0.0182,1.7561,0.847,1.7593,40,3,1,32,90.9466060546875
write,5975.8453,0.1989,131072.0,16384.0,0.0144,1.7136,0.8324,1.7167,40,4,1,32,93.2044125
write,5900.391,0.4403,131072.0,16384.0,0.0251,3.8181,1.2837,3.8222,88,0,1,32,92.0939708984375
write,5970.8851,0.4428,131072.0,16384.0,0.0284,3.773,1.2503,3.7761,88,1,1,32,93.217177734375
write,6113.2023,0.4435,131072.0,16384.0,0.0336,3.6851,1.1257,3.6885,88,2,1,32,95.43086708984374
write,6173.2861,0.4415,131072.0,16384.0,0.0252,3.6493,1.0928,3.6526,88,3,1,32,96.36899716796874
write,6185.1366,0.4412,131072.0,16384.0,0.0301,3.6423,1.3435,3.6457,88,4,1,32,96.55152216796876
write,5255.8487,0.3155,131072.0,16384.0,0.0212,2.7276,1.0948,2.7316,56,0,1,32,82.002676171875
write,5364.6248,0.3188,131072.0,16384.0,0.0167,2.6723,1.1129,2.6755,56,1,1,32,83.7216939453125
write,5507.1147,0.3056,131072.0,16384.0,0.0181,2.6032,1.1109,2.6064,56,2,1,32,85.9418630859375
write,5517.5044,0.3045,131072.0,16384.0,0.0202,2.5983,1.0365,2.6016,56,3,1,32,86.0993404296875
write,5545.5452,0.3048,131072.0,16384.0,0.0203,2.5851,0.9619,2.5885,56,4,1,32,86.53602958984375
write,5784.4142,0.3285,131072.0,16384.0,0.0226,2.8324,1.2072,2.8399,64,0,1,32,90.143254296875
write,5848.928,0.3172,131072.0,16384.0,0.0212,2.8012,1.1754,2.8044,64,1,1,32,91.28365771484376
write,5854.4476,0.3179,131072.0,16384.0,0.025,2.7986,1.1561,2.8019,64,2,1,32,91.36559599609375
write,5858.7751,0.3175,131072.0,16384.0,0.0211,2.7965,1.1744,2.7996,64,3,1,32,91.4400029296875
write,5926.6934,0.3183,131072.0,16384.0,0.018,2.7644,1.1323,2.7676,64,4,1,32,92.4984837890625
write,4846.179,0.1967,131072.0,16384.0,0.0106,1.6904,0.796,1.6941,32,0,1,32,75.5543373046875
write,5013.0958,0.1893,131072.0,16384.0,0.0103,1.6341,0.7763,1.6375,32,1,1,32,78.1666505859375
write,4966.5246,0.1933,131072.0,16384.0,0.0178,1.6494,0.7871,1.6528,32,2,1,32,77.4421880859375
write,4940.6511,0.1906,131072.0,16384.0,0.014,1.6581,0.793,1.6614,32,3,1,32,77.0445703125
write,5055.9378,0.1887,131072.0,16384.0,0.0143,1.6203,0.764,1.6235,32,4,1,32,78.84016181640625
write,4799.3046,0.1042,131072.0,16384.0,0.0063,0.8535,0.067,0.8568,16,0,1,32,74.69524970703125
write,4912.974,0.1005,131072.0,16384.0,0.006,0.8337,0.0538,0.8368,16,1,1,32,76.47964755859375
write,4980.6727,0.1002,131072.0,16384.0,0.0062,0.8224,0.0472,0.8256,16,2,1,32,77.51862724609374
write,5057.4648,0.099,131072.0,16384.0,0.0059,0.8099,0.0463,0.813,16,3,1,32,78.7235841796875
write,5092.5829,0.0975,131072.0,16384.0,0.0059,0.8043,0.0398,0.8074,16,4,1,32,79.26746220703124
write,2790.4945,0.0896,131072.0,16384.0,0.0062,0.7339,0.042,0.7372,8,0,1,32,43.40643369140625
write,2797.535,0.0885,131072.0,16384.0,0.0061,0.7321,0.0512,0.7352,8,1,1,32,43.523853515625
write,2961.9994,0.0842,131072.0,16384.0,0.0059,0.6914,0.0309,0.6945,8,2,1,32,46.07459189453125
write,2879.0445,0.0871,131072.0,16384.0,0.0061,0.7113,0.0241,0.7145,8,3,1,32,44.78592451171875
write,2993.9767,0.0837,131072.0,16384.0,0.0062,0.684,0.0253,0.6872,8,4,1,32,46.5624578125
write,6374.2702,0.1169,131072.0,16384.0,0.0066,0.9639,0.0573,0.9675,24,0,1,32,99.22378212890625
write,6601.7038,0.1157,131072.0,16384.0,0.0063,0.9307,0.0448,0.9339,24,1,1,32,102.79826171875
write,6722.1302,0.1119,131072.0,16384.0,0.0059,0.914,0.0356,0.9171,24,2,1,32,104.68108701171874
write,6724.0877,0.1107,131072.0,16384.0,0.0059,0.9137,0.035,0.9168,24,3,1,32,104.70781875
write,6626.5736,0.1102,131072.0,16384.0,0.006,0.9272,0.0523,0.9303,24,4,1,32,103.192624609375
