access,IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter,nnodes,seg,bw(GiB/s)
write,2817226.5197,0.0097,131072.0,16.0,0.0384,83.3731,38.4659,83.3786,896,0,16,32,42.98467392578125
write,3172142.4499,0.0087,131072.0,16.0,0.1006,74.0449,37.3894,74.0785,896,1,16,32,48.38110732421875
write,3193075.1036,0.0088,131072.0,16.0,0.1387,73.5595,37.9601,73.5683,896,2,16,32,48.71660693359375
write,3173953.411,0.0088,131072.0,16.0,0.0667,74.0027,38.4119,74.0136,896,3,16,32,48.42354931640625
write,3161782.1014,0.0087,131072.0,16.0,0.1067,74.2875,38.7075,74.3112,896,4,16,32,48.22963857421875
write,3291903.7804,0.0093,131072.0,16.0,0.0625,81.5441,39.6024,81.57,1024,0,16,32,50.21456923828125
write,2892177.1304,0.0109,131072.0,16.0,0.0523,92.8143,56.6061,92.8286,1024,1,16,32,44.12433095703125
write,3145401.9449,0.01,131072.0,16.0,0.061,85.3422,38.4417,85.3608,1024,2,16,32,47.98454599609375
write,3578520.7512,0.009,131072.0,16.0,0.051,75.013,39.1641,75.0162,1024,3,16,32,54.6015357421875
write,2724172.0938,0.0117,131072.0,16.0,0.0551,98.5384,50.9232,98.5527,1024,4,16,32,41.561514453125
write,5203382.3275,0.0093,131072.0,16.0,0.0565,77.383,4.5529,77.4045,1536,0,16,32,79.37517978515625
write,1159690.1004,0.0412,131072.0,16.0,0.0667,347.2076,34.9374,347.2109,1536,1,16,32,17.69529755859375
write,1221779.2024,0.0392,131072.0,16.0,0.0699,329.563,26.8821,329.5891,1536,2,16,32,18.6413923828125
write,1292573.5594,0.0376,131072.0,16.0,0.0674,311.5128,12.9472,311.5345,1536,3,16,32,19.7217345703125
write,1055224.8784,0.046,131072.0,16.0,0.0669,381.5805,31.0359,381.5959,1536,4,16,32,16.10080166015625
write,3760735.5978,0.0043,131072.0,16.0,0.0098,35.6892,0.4488,35.6958,512,0,16,32,57.37361640625
write,3782220.8504,0.0043,131072.0,16.0,0.0063,35.4865,0.3925,35.4897,512,1,16,32,57.706869140625
write,3774178.7957,0.0043,131072.0,16.0,0.0062,35.5621,0.3278,35.5653,512,2,16,32,57.584283203125
write,3778109.0526,0.0043,131072.0,16.0,0.0069,35.5251,0.3727,35.5286,512,3,16,32,57.64370732421875
write,3531971.9461,0.0045,131072.0,16.0,0.0062,38.0008,2.4833,38.004,512,4,16,32,53.8891140625
write,1882288.0562,0.0043,131072.0,16.0,0.0068,35.6528,0.3534,35.6566,256,0,16,32,28.71838359375
write,1916472.4256,0.0043,131072.0,16.0,0.0062,35.0169,0.3378,35.0201,256,1,16,32,29.24034130859375
write,1918341.8605,0.0043,131072.0,16.0,0.006,34.9827,0.2957,34.9858,256,2,16,32,29.26899599609375
write,1919673.5067,0.0043,131072.0,16.0,0.0063,34.9585,0.392,34.9617,256,3,16,32,29.289200390625
write,1918790.0935,0.0043,131072.0,16.0,0.0063,34.9746,0.337,34.9778,256,4,16,32,29.27570615234375
write,2778152.3147,0.0044,131072.0,16.0,0.0068,36.2339,0.3736,36.2378,384,0,16,32,42.3867341796875
write,2791332.1097,0.0044,131072.0,16.0,0.0062,36.0628,0.3418,36.066,384,1,16,32,42.5885994140625
write,2785978.5947,0.0044,131072.0,16.0,0.0062,36.1321,0.3759,36.1353,384,2,16,32,42.50691611328125
write,2878366.6987,0.0043,131072.0,16.0,0.0064,34.9724,0.3957,34.9757,384,3,16,32,43.91625
write,2876056.2813,0.0042,131072.0,16.0,0.0064,35.0005,0.4201,35.0038,384,4,16,32,43.88098515625
write,788526.7751,0.0536,131072.0,1024.0,0.0465,7.3139,4.332,7.3325,1408,0,16,32,768.0909559570313
write,768313.6255,0.0573,131072.0,1024.0,0.0524,7.5063,3.8121,7.5162,1408,1,16,32,749.3157099609375
write,780950.3154,0.0551,131072.0,1024.0,0.0624,7.3848,4.1302,7.4047,1408,2,16,32,760.5978963867187
write,786225.2163,0.0546,131072.0,1024.0,0.0539,7.3353,4.1848,7.3501,1408,3,16,32,766.248919140625
write,806715.2729,0.053,131072.0,1024.0,0.0592,7.149,3.9926,7.1767,1408,4,16,32,784.764627734375
write,344823.0981,0.0783,131072.0,1024.0,0.0736,13.6841,10.1536,13.7215,1152,0,16,32,335.8235432617187
write,275298.253,0.1284,131072.0,1024.0,0.0849,17.1399,8.4623,17.1525,1152,1,16,32,268.6490095703125
write,211072.4609,0.1558,131072.0,1024.0,0.108,22.3553,8.9068,22.3732,1152,2,16,32,205.9604533203125
write,266311.6739,0.1335,131072.0,1024.0,0.0494,17.7183,6.1803,17.7291,1152,3,16,32,259.9123279296875
write,364073.664,0.0902,131072.0,1024.0,0.1014,12.9605,7.3112,12.9822,1152,4,16,32,354.94735703125
write,603697.3272,0.0189,131072.0,1024.0,0.007,2.6054,0.2441,2.6093,384,0,16,32,588.6638106445313
write,572995.4592,0.0211,131072.0,1024.0,0.0062,2.745,0.1396,2.7483,384,1,16,32,558.8993233398437
write,560343.6948,0.0214,131072.0,1024.0,0.0059,2.807,0.2265,2.8101,384,2,16,32,546.6093033203125
write,503621.061,0.0239,131072.0,1024.0,0.0069,3.1231,0.2026,3.1263,384,3,16,32,491.32080576171876
write,624989.912,0.0191,131072.0,1024.0,0.0075,2.5166,0.1251,2.5198,384,4,16,32,609.5719125
write,582081.4758,0.0312,131072.0,1024.0,0.0071,4.5036,1.1287,4.5074,640,0,16,32,567.9512790039063
write,787946.5926,0.025,131072.0,1024.0,0.006,3.3269,0.6279,3.33,640,1,16,32,768.7661994140625
write,833169.1219,0.0236,131072.0,1024.0,0.0063,3.1463,0.2397,3.1496,640,2,16,32,812.8013719726563
write,718181.8921,0.0265,131072.0,1024.0,0.006,3.6501,0.5242,3.6532,640,3,16,32,700.7509
write,709346.9637,0.0265,131072.0,1024.0,0.006,3.6956,0.6957,3.6987,640,4,16,32,692.13508359375
write,453802.6944,0.0167,131072.0,1024.0,0.0067,2.3106,0.2074,2.3144,256,0,16,32,442.4488443359375
write,471900.0354,0.0169,131072.0,1024.0,0.0062,2.222,0.1924,2.2252,256,1,16,32,460.1783873046875
write,482368.9341,0.0164,131072.0,1024.0,0.006,2.1738,0.0903,2.177,256,2,16,32,470.37896474609374
write,449821.4092,0.0174,131072.0,1024.0,0.0061,2.3311,0.2007,2.3343,256,3,16,32,438.6782208984375
write,386715.6669,0.021,131072.0,1024.0,0.0061,2.7115,0.1236,2.7147,256,4,16,32,377.20684560546874
write,250074.4498,0.1818,131072.0,1024.0,0.0432,25.1583,6.5773,25.1682,1536,0,16,32,244.11722763671875
write,167926.5227,0.2694,131072.0,1024.0,0.0531,37.4655,6.074,37.4831,1536,1,16,32,163.9137529296875
write,271195.1475,0.1663,131072.0,1024.0,0.0657,23.199,6.6354,23.2096,1536,2,16,32,264.7178767578125
write,188957.6832,0.2455,131072.0,1024.0,0.0596,33.2956,4.6755,33.3098,1536,3,16,32,184.45010087890626
write,194638.537,0.2452,131072.0,1024.0,0.0541,32.3238,5.1965,32.3344,1536,4,16,32,190.01412626953126
write,282680.5982,0.0141,131072.0,1024.0,0.0071,1.8547,0.0872,1.8587,128,0,16,32,275.4598544921875
write,306296.6708,0.0132,131072.0,1024.0,0.0063,1.7117,0.0521,1.715,128,1,16,32,298.54785048828126
write,316094.1775,0.0127,131072.0,1024.0,0.0057,1.6586,0.057,1.6617,128,2,16,32,308.1245122070313
write,248278.5251,0.016,131072.0,1024.0,0.006,2.1117,0.1545,2.1149,128,3,16,32,242.09399521484374
write,261026.5649,0.0155,131072.0,1024.0,0.0061,2.0086,0.0646,2.0118,128,4,16,32,254.49932734375
write,565491.7893,0.0557,131072.0,1024.0,0.0477,7.4171,3.27,7.4217,1024,0,16,32,551.8972813476563
write,497264.0603,0.0589,131072.0,1024.0,0.1178,8.4348,5.1826,8.4386,1024,1,16,32,485.390871875
write,249931.2816,0.1231,131072.0,1024.0,0.1341,16.7818,4.7395,16.805,1024,2,16,32,243.736750390625
write,353282.9674,0.0899,131072.0,1024.0,0.0833,11.8724,5.6472,11.891,1024,3,16,32,344.462894921875
write,488028.6399,0.0642,131072.0,1024.0,0.1034,8.5944,4.9944,8.5993,1024,4,16,32,476.3185712890625
write,225635.1564,0.0678,131072.0,1024.0,0.0069,9.2944,2.5839,9.2983,512,0,16,32,220.2561732421875
write,259708.519,0.0615,131072.0,1024.0,0.0063,8.075,4.087,8.0783,512,1,16,32,253.5173091796875
write,399401.6223,0.0363,131072.0,1024.0,0.0063,5.2507,1.8525,5.254,512,2,16,32,389.79832353515627
write,598566.1527,0.0264,131072.0,1024.0,0.0062,3.5036,0.2703,3.5069,512,3,16,32,583.9897608398437
write,669911.5211,0.0235,131072.0,1024.0,0.006,3.1305,0.3308,3.1336,512,4,16,32,653.5630904296875
write,579684.0563,0.0332,131072.0,1024.0,0.0074,5.4266,1.5702,5.4306,768,0,16,32,565.6881505859375
write,724675.8317,0.0329,131072.0,1024.0,0.0067,4.3409,0.7816,4.3443,768,1,16,32,707.141474609375
write,604129.315,0.038,131072.0,1024.0,0.0058,5.207,1.4815,5.2101,768,2,16,32,589.6254908203125
write,672361.8007,0.0348,131072.0,1024.0,0.0062,4.6786,1.0181,4.6819,768,3,16,32,656.1448387695312
write,861065.2854,0.0274,131072.0,1024.0,0.0063,3.6533,0.4649,3.6565,768,4,16,32,840.1561500976562
write,387306.4561,0.0672,131072.0,1024.0,0.0432,9.4757,3.504,9.4903,896,0,16,32,377.64887333984376
write,295457.1064,0.0921,131072.0,1024.0,0.1187,12.4215,3.806,12.4362,896,1,16,32,288.1905309570312
write,496807.3947,0.0483,131072.0,1024.0,0.0832,7.3872,4.1297,7.3977,896,2,16,32,484.4741189453125
write,291390.3751,0.0939,131072.0,1024.0,0.1128,12.5948,5.6639,12.6099,896,3,16,32,284.2209720703125
write,405134.8327,0.0608,131072.0,1024.0,0.1464,9.0588,5.0478,9.062,896,4,16,32,395.497639453125
write,544684.0834,0.0695,131072.0,1024.0,0.0569,9.6255,4.807,9.6415,1280,0,16,32,531.0355482421875
write,379112.3176,0.1027,131072.0,1024.0,0.0489,13.8294,8.1726,13.842,1280,1,16,32,369.8874380859375
write,391904.3532,0.0918,131072.0,1024.0,0.063,13.378,9.2788,13.3934,1280,2,16,32,382.2767508789062
write,398819.8061,0.0891,131072.0,1024.0,0.0456,13.146,7.9469,13.1493,1280,3,16,32,389.3757625
write,321488.0807,0.1225,131072.0,1024.0,0.0524,16.3082,5.45,16.3183,1280,4,16,32,313.75909462890627
write,502855.3042,0.0727,131072.0,2048.0,0.0553,5.2131,2.6975,5.2347,1280,0,16,32,978.0797109375
write,518403.6917,0.071,131072.0,2048.0,0.0517,5.0568,2.4469,5.0735,1280,1,16,32,1009.1750087890625
write,378878.3458,0.0705,131072.0,2048.0,0.0554,6.9189,4.1574,6.9363,1280,2,16,32,738.1404918945312
write,427141.6275,0.0839,131072.0,2048.0,0.0517,6.1372,2.876,6.1537,1280,3,16,32,832.01977734375
write,498018.8967,0.0753,131072.0,2048.0,0.0507,5.2637,2.6634,5.2672,1280,4,16,32,972.0575122070312
write,219663.965,0.1208,131072.0,2048.0,0.0317,8.3537,4.2956,8.3592,896,0,16,32,428.7495783203125
write,439816.5639,0.0615,131072.0,2048.0,0.1365,4.1722,1.6196,4.1941,896,1,16,32,854.5341581054688
write,427847.7014,0.0634,131072.0,2048.0,0.1114,4.2889,1.6354,4.3016,896,2,16,32,833.17835625
write,421998.2771,0.0634,131072.0,2048.0,0.1564,4.3484,1.7227,4.3819,896,3,16,32,817.9053528320312
write,429704.508,0.0627,131072.0,2048.0,0.1069,4.2704,1.6364,4.2831,896,4,16,32,836.7702751953125
write,358188.2375,0.033,131072.0,2048.0,0.0075,2.9274,0.9335,2.9317,512,0,16,32,698.5807959960938
write,452753.0254,0.0321,131072.0,2048.0,0.0061,2.316,0.464,2.3191,512,1,16,32,883.0863508789063
write,475446.138,0.0336,131072.0,2048.0,0.0059,2.2055,0.1563,2.2086,512,2,16,32,927.2964462890625
write,434218.8597,0.036,131072.0,2048.0,0.006,2.4149,0.2531,2.418,512,3,16,32,846.9778084960938
write,483854.259,0.0329,131072.0,2048.0,0.0061,2.1671,0.1191,2.1703,512,4,16,32,943.6266751953125
write,348834.4055,0.0459,131072.0,2048.0,0.0089,4.5089,1.735,4.5145,768,0,16,32,680.46782578125
write,248253.3552,0.0949,131072.0,2048.0,0.0063,6.3357,0.7802,6.3389,768,1,16,32,484.62369228515627
write,547813.4955,0.0438,131072.0,2048.0,0.0063,2.8712,0.1793,2.8744,768,2,16,32,1068.726557421875
write,643658.8243,0.0364,131072.0,2048.0,0.0059,2.4436,0.2527,2.4467,768,3,16,32,1255.5498344726564
write,604858.3601,0.0356,131072.0,2048.0,0.0062,2.6004,0.3619,2.6036,768,4,16,32,1179.9156487304688
write,411051.112,0.0747,131072.0,2048.0,0.0685,5.1019,2.3908,5.1231,1024,0,16,32,799.512153515625
write,469001.52,0.0644,131072.0,2048.0,0.1357,4.4715,2.1166,4.4832,1024,1,16,32,913.6427247070312
write,444377.7649,0.0671,131072.0,2048.0,0.1551,4.7193,2.224,4.7445,1024,2,16,32,863.3075798828125
write,467639.7622,0.0652,131072.0,2048.0,0.0805,4.4845,2.1197,4.5054,1024,3,16,32,909.1385409179687
write,451711.4951,0.067,131072.0,2048.0,0.1066,4.6427,2.2682,4.6565,1024,4,16,32,879.6297040039062
write,140197.1573,0.0253,131072.0,2048.0,0.0071,1.8698,0.4172,1.8738,128,0,16,32,273.24473408203124
write,181832.5531,0.0219,131072.0,2048.0,0.0071,1.4417,0.1012,1.4449,128,1,16,32,354.3556788085937
write,176061.4138,0.0225,131072.0,2048.0,0.0062,1.4889,0.0816,1.4922,128,2,16,32,343.1187193359375
write,186006.3825,0.0214,131072.0,2048.0,0.0061,1.4093,0.0708,1.4125,128,3,16,32,362.4658478515625
write,182800.6337,0.0216,131072.0,2048.0,0.0061,1.434,0.0812,1.4373,128,4,16,32,356.2279146484375
write,363841.8573,0.1269,131072.0,2048.0,0.0892,8.6459,0.8295,8.6886,1536,0,16,32,707.1321024414062
write,228790.5684,0.1734,131072.0,2048.0,0.0432,13.7494,4.2613,13.7622,1536,1,16,32,446.44043896484374
write,210479.9016,0.2288,131072.0,2048.0,0.059,14.9455,1.9506,14.9661,1536,2,16,32,410.5283689453125
write,183692.0718,0.2514,131072.0,2048.0,0.0797,17.125,1.8793,17.147,1536,3,16,32,358.3129924804687
write,183689.5068,0.2614,131072.0,2048.0,0.0822,17.1252,2.9064,17.1581,1536,4,16,32,358.0816677734375
write,285155.6287,0.0272,131072.0,2048.0,0.0071,1.8386,0.3155,1.8426,256,0,16,32,555.7391595703125
write,294812.2647,0.0273,131072.0,2048.0,0.0063,1.7784,0.1259,1.7817,256,1,16,32,574.7377993164063
write,343210.3068,0.0233,131072.0,2048.0,0.0061,1.5276,0.1024,1.5308,256,2,16,32,668.9286276367187
write,296487.1505,0.0273,131072.0,2048.0,0.0064,1.7683,0.1237,1.7717,256,3,16,32,577.9658750976563
write,296257.5956,0.0264,131072.0,2048.0,0.0061,1.7697,0.1143,1.7729,256,4,16,32,577.5805197265626
write,228852.1091,0.0473,131072.0,2048.0,0.007,5.7274,3.1273,5.7311,640,0,16,32,446.68266650390626
write,223274.0858,0.0905,131072.0,2048.0,0.0063,5.8705,0.5856,5.8737,640,1,16,32,435.84171328125
write,436246.1736,0.0432,131072.0,2048.0,0.0061,3.0045,0.5074,3.0078,640,2,16,32,851.1139146484375
write,323635.6005,0.0551,131072.0,2048.0,0.0064,4.05,1.0417,4.0534,640,3,16,32,631.568887890625
write,224929.6931,0.0795,131072.0,2048.0,0.0061,5.8272,2.6292,5.8304,640,4,16,32,439.0756029296875
write,336696.027,0.0326,131072.0,2048.0,0.0067,2.3357,0.4688,2.3394,384,0,16,32,656.5682233398437
write,484570.9287,0.0246,131072.0,2048.0,0.0062,1.6229,0.1226,1.6262,384,1,16,32,944.5483849609375
write,361564.622,0.0327,131072.0,2048.0,0.0063,2.1751,0.1299,2.1784,384,2,16,32,705.100792578125
write,487453.7058,0.0246,131072.0,2048.0,0.0064,1.6133,0.0912,1.6167,384,3,16,32,950.0976936523438
write,423588.5518,0.0282,131072.0,2048.0,0.0062,1.8566,0.0815,1.8598,384,4,16,32,825.8753086914063
write,254532.2924,0.1406,131072.0,2048.0,0.0481,9.2691,2.8568,9.2888,1152,0,16,32,496.0789083007812
write,417437.0212,0.0804,131072.0,2048.0,0.0941,5.6519,3.1046,5.6625,1152,1,16,32,813.7764243164063
write,411124.155,0.0858,131072.0,2048.0,0.056,5.7386,2.4586,5.7562,1152,2,16,32,800.5263252929687
write,360110.776,0.0979,131072.0,2048.0,0.1215,6.5516,2.5984,6.574,1152,3,16,32,700.9475705078125
write,190304.8361,0.1494,131072.0,2048.0,0.0475,12.3975,8.7882,12.4034,1152,4,16,32,371.51094609375
write,598498.1863,0.0709,131072.0,2048.0,0.0417,4.818,2.4338,4.8234,1408,0,16,32,1167.6369225585938
write,490067.0505,0.0854,131072.0,2048.0,0.0476,5.8841,2.6088,5.8873,1408,1,16,32,956.6422856445313
write,487828.3154,0.0844,131072.0,2048.0,0.0504,5.9111,2.8955,5.9144,1408,2,16,32,952.248237109375
write,506929.0003,0.0715,131072.0,2048.0,0.0492,5.6883,3.2027,5.706,1408,3,16,32,987.0358813476563
write,571507.9791,0.0729,131072.0,2048.0,0.0801,5.0456,2.2495,5.0634,1408,4,16,32,1112.2872801757812
write,121830.2047,0.09,131072.0,8192.0,0.0101,2.1517,0.8133,2.1587,512,0,16,32,948.69891875
write,171274.3781,0.0907,131072.0,8192.0,0.0061,1.5306,0.1388,1.5337,512,1,16,32,1335.299859765625
write,178156.0513,0.0898,131072.0,8192.0,0.0063,1.4714,0.0631,1.4747,512,2,16,32,1388.7175446289064
write,167084.253,0.0944,131072.0,8192.0,0.0063,1.5689,0.1415,1.5722,512,3,16,32,1302.6497966796876
write,173377.046,0.0919,131072.0,8192.0,0.0059,1.512,0.082,1.5151,512,4,16,32,1351.74658984375
write,80189.0658,0.1339,131072.0,8192.0,0.0105,4.9036,2.8784,4.9108,768,0,16,32,625.559203125
write,153652.7502,0.1329,131072.0,8192.0,0.0061,2.5591,0.4809,2.5623,768,1,16,32,1198.9322291992187
write,168511.3513,0.1363,131072.0,8192.0,0.0063,2.3335,0.2607,2.3368,768,2,16,32,1314.6368700195312
write,142652.9916,0.1255,131072.0,8192.0,0.0063,2.7565,0.829,2.7598,768,3,16,32,1113.1442549804688
write,152237.9402,0.1233,131072.0,8192.0,0.006,2.5829,0.6807,2.5861,768,4,16,32,1187.8881766601562
write,100735.7921,0.2038,131072.0,8192.0,0.0694,5.2046,2.9737,5.2105,1024,0,16,32,786.1030016601562
write,155689.841,0.199,131072.0,8192.0,0.06,3.3675,1.0745,3.3762,1024,1,16,32,1213.21224921875
write,69554.7598,0.4353,131072.0,8192.0,0.1211,7.5378,5.3385,7.5478,1024,2,16,32,542.677921875
write,143713.5875,0.2036,131072.0,8192.0,0.0594,3.6481,1.4502,3.6676,1024,3,16,32,1116.81093984375
write,71421.0517,0.4351,131072.0,8192.0,0.1054,7.3408,5.031,7.3487,1024,4,16,32,557.3749782226563
write,77897.474,0.0497,131072.0,8192.0,0.0067,0.8413,0.0906,0.845,128,0,16,32,605.8906415039063
write,84707.7462,0.0463,131072.0,8192.0,0.0061,0.7737,0.0681,0.7769,128,1,16,32,659.0421728515626
write,84843.8356,0.046,131072.0,8192.0,0.006,0.7724,0.0699,0.7756,128,2,16,32,660.133112109375
write,83454.8491,0.047,131072.0,8192.0,0.0061,0.7853,0.0641,0.7885,128,3,16,32,649.316843359375
write,78162.2593,0.0524,131072.0,8192.0,0.006,0.8385,0.1363,0.8416,128,4,16,32,608.33834921875
write,181939.2222,0.2185,131072.0,8192.0,0.0534,3.6021,1.2202,3.6081,1280,0,16,32,1419.02821171875
write,172822.6661,0.2138,131072.0,8192.0,0.0587,3.7921,1.3266,3.8111,1280,1,16,32,1343.4554098632811
write,174199.8848,0.2116,131072.0,8192.0,0.0581,3.7621,1.2904,3.7767,1280,2,16,32,1355.6712075195312
write,140543.5392,0.2306,131072.0,8192.0,0.0675,4.663,2.1134,4.6778,1280,3,16,32,1094.5384374023438
write,128268.2124,0.2224,131072.0,8192.0,0.0894,5.1093,2.6486,5.1423,1280,4,16,32,995.6725344726563
write,166557.0233,0.1625,131072.0,8192.0,0.075,2.7543,0.6536,2.7893,896,0,16,32,1284.916688671875
write,152073.2201,0.173,131072.0,8192.0,0.1192,3.0167,0.7365,3.0205,896,1,16,32,1186.5750227539063
write,160192.1418,0.1711,131072.0,8192.0,0.1301,2.8638,0.6175,2.8821,896,2,16,32,1243.5566840820313
write,162529.7233,0.1736,131072.0,8192.0,0.126,2.8226,0.586,2.8313,896,3,16,32,1265.8304138671874
write,95938.7827,0.2747,131072.0,8192.0,0.1403,4.7817,1.6946,4.785,896,4,16,32,749.0117048828125
write,132400.7731,0.0695,131072.0,8192.0,0.0083,1.4849,0.4256,1.4888,384,0,16,32,1031.715247265625
write,190586.4235,0.0637,131072.0,8192.0,0.0063,1.0316,0.0452,1.0349,384,1,16,32,1484.1969987304687
write,123507.105,0.0926,131072.0,8192.0,0.0078,1.5919,0.1429,1.5962,384,2,16,32,962.3131755859375
write,180021.8656,0.0656,131072.0,8192.0,0.0061,1.0921,0.0868,1.0953,384,3,16,32,1402.2926912109374
write,182637.5048,0.0658,131072.0,8192.0,0.0063,1.0765,0.0783,1.0798,384,4,16,32,1422.48704609375
write,90857.9935,0.3863,131072.0,8192.0,0.0588,6.4917,3.426,6.5112,1152,0,16,32,707.7037581054688
write,55680.8223,0.6336,131072.0,8192.0,0.0583,10.5929,8.1978,10.6118,1152,1,16,32,434.2329372070312
write,49047.0556,0.6628,131072.0,8192.0,0.0558,12.0257,5.3933,12.0519,1152,2,16,32,382.3459994140625
write,49503.0758,0.699,131072.0,8192.0,0.0594,11.9149,2.7867,11.9258,1152,3,16,32,386.38771806640625
write,45220.1004,0.7587,131072.0,8192.0,0.1007,13.0434,4.4422,13.0635,1152,4,16,32,352.739571875
write,120276.67,0.3494,131072.0,8192.0,0.0752,5.9936,1.5648,6.0284,1408,0,16,32,934.2404090820313
write,159991.5178,0.2253,131072.0,8192.0,0.0366,4.5058,1.9559,4.509,1408,1,16,32,1249.0480448242188
write,174566.09,0.2423,131072.0,8192.0,0.0586,4.1296,1.5163,4.1489,1408,2,16,32,1357.4649578125
write,167673.9787,0.2262,131072.0,8192.0,0.0477,4.2994,1.7444,4.3028,1408,3,16,32,1308.9202926757812
write,114114.8657,0.2682,131072.0,8192.0,0.0523,6.3173,3.7857,6.339,1408,4,16,32,888.4659755859375
write,91537.9171,0.472,131072.0,8192.0,0.0652,8.5913,1.9366,8.6172,1536,0,16,32,712.9890573242187
write,61322.7679,0.6611,131072.0,8192.0,0.0515,12.8245,4.38,12.8344,1536,1,16,32,478.71416240234373
write,60424.1753,0.7744,131072.0,8192.0,0.0877,13.0152,2.2251,13.0342,1536,2,16,32,471.3742892578125
write,57104.0907,0.8206,131072.0,8192.0,0.0541,13.7719,3.0409,13.7981,1536,3,16,32,445.279251953125
write,64660.1997,0.6537,131072.0,8192.0,0.0574,12.1625,2.2749,12.1839,1536,4,16,32,504.27223349609375
write,117517.8554,0.0569,131072.0,8192.0,0.0067,1.1153,0.2378,1.1191,256,0,16,32,915.046265234375
write,153188.7909,0.0514,131072.0,8192.0,0.0062,0.8556,0.0627,0.8588,256,1,16,32,1192.3059166992186
write,152583.1771,0.0512,131072.0,8192.0,0.0063,0.859,0.0701,0.8623,256,2,16,32,1187.4735916015625
write,115284.7906,0.0689,131072.0,8192.0,0.0061,1.1369,0.1414,1.1401,256,3,16,32,898.132079296875
write,124265.3647,0.0642,131072.0,8192.0,0.0062,1.0548,0.081,1.058,256,4,16,32,967.8574888671875
write,47231.465,0.3479,131072.0,8192.0,0.0092,6.9377,3.0751,6.9439,640,0,16,32,368.6686447265625
