access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,387511.6579,388255.4565,0.0151,131072.0000,1024.0000,0.0934,2.0256,0.1157,2.0294,192,0
read,313138.3510,313584.5047,0.0160,131072.0000,1024.0000,0.0071,2.5079,0.5175,2.5115,192,0
write,352351.5205,352885.7407,0.0169,131072.0000,1024.0000,0.0068,2.2286,0.1893,2.2320,192,1
read,331497.0507,331944.6400,0.0166,131072.0000,1024.0000,0.0064,2.3692,0.2681,2.3724,192,1
write,363821.9021,364415.5320,0.0163,131072.0000,1024.0000,0.0068,2.1581,0.1207,2.1616,192,2
read,415023.1747,415787.6478,0.0147,131072.0000,1024.0000,0.0071,1.8914,0.0441,1.8949,192,2
write,403991.4550,404788.1052,0.0145,131072.0000,1024.0000,0.0074,1.9428,0.1122,1.9467,192,3
read,337181.2116,337672.0137,0.0161,131072.0000,1024.0000,0.0066,2.3290,0.2942,2.3324,192,3
write,390132.7423,390804.1658,0.0153,131072.0000,1024.0000,0.0067,2.0123,0.0894,2.0158,192,4
read,423716.5844,424515.9634,0.0141,131072.0000,1024.0000,0.0070,1.8525,0.0626,1.8560,192,4
