access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,491704.3758,30868.7687,0.1854,131072.0000,16384.0000,0.0105,1.5923,0.1212,1.5994,192,0
read,83906.8873,5246.1390,1.1497,131072.0000,16384.0000,0.0070,9.3692,1.8621,9.3727,192,0
write,471617.1792,29543.7692,0.2006,131072.0000,16384.0000,0.0072,1.6637,0.3631,1.6675,192,1
read,112086.5079,7009.0370,0.8740,131072.0000,16384.0000,0.0071,7.0127,1.4605,7.0163,192,1
write,458401.8937,28712.0735,0.2060,131072.0000,16384.0000,0.0071,1.7119,0.4099,1.7156,192,2
read,98422.4521,6154.1127,0.9801,131072.0000,16384.0000,0.0072,7.9869,1.5769,7.9904,192,2
write,472024.8131,29564.3132,0.2031,131072.0000,16384.0000,0.0067,1.6625,0.3994,1.6661,192,3
read,89515.0135,5597.0863,1.0052,131072.0000,16384.0000,0.0073,8.7817,1.5926,8.7855,192,3
write,470587.6732,29477.2917,0.2037,131072.0000,16384.0000,0.0070,1.6675,0.2716,1.6712,192,4
read,124431.2525,7781.6997,0.7351,131072.0000,16384.0000,0.0075,6.3164,1.4420,6.3202,192,4
