access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,132259.6650,8308.3722,0.0907,131072.0000,16384.0000,0.0071,0.7395,0.0621,0.7433,24,0
read,161227.6025,10132.9936,0.0711,131072.0000,16384.0000,0.0066,0.6063,0.0618,0.6097,24,0
write,120857.8949,7586.9365,0.1012,131072.0000,16384.0000,0.0070,0.8098,0.0653,0.8134,24,1
read,167734.8264,10544.8344,0.0663,131072.0000,16384.0000,0.0067,0.5827,0.0654,0.5861,24,1
write,120752.7719,7579.0843,0.1013,131072.0000,16384.0000,0.0066,0.8107,0.0541,0.8141,24,2
read,171190.3953,10761.5196,0.0683,131072.0000,16384.0000,0.0068,0.5709,0.0333,0.5742,24,2
write,118887.1660,7461.4089,0.1029,131072.0000,16384.0000,0.0066,0.8234,0.0570,0.8269,24,3
read,180641.4680,11358.6963,0.0660,131072.0000,16384.0000,0.0065,0.5409,0.0245,0.5442,24,3
write,119388.4539,7492.4439,0.1025,131072.0000,16384.0000,0.0065,0.8200,0.0674,0.8234,24,4
read,173944.3681,10934.2901,0.0686,131072.0000,16384.0000,0.0064,0.5619,0.0335,0.5651,24,4
