access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,379651.5901,190244.6989,0.0306,131072.0000,2048.0000,0.0083,2.0669,0.3669,2.0715,192,0
read,163124.6975,81621.8427,0.0683,131072.0000,2048.0000,0.0073,4.8175,1.0450,4.8210,192,0
write,323843.4081,162167.1140,0.0362,131072.0000,2048.0000,0.0073,2.4248,0.4264,2.4284,192,1
read,179811.6222,89977.2606,0.0641,131072.0000,2048.0000,0.0071,4.3702,0.9678,4.3736,192,1
write,403701.9615,202222.2004,0.0276,131072.0000,2048.0000,0.0071,1.9445,0.2610,1.9481,192,2
read,181428.1317,90786.9963,0.0614,131072.0000,2048.0000,0.0070,4.3312,0.8655,4.3347,192,2
write,416813.4965,208789.5174,0.0285,131072.0000,2048.0000,0.0068,1.8833,0.2310,1.8868,192,3
read,175196.2583,87662.8904,0.0645,131072.0000,2048.0000,0.0067,4.4855,1.1209,4.4889,192,3
write,371944.5150,186292.0798,0.0308,131072.0000,2048.0000,0.0071,2.1107,0.3109,2.1144,192,4
read,208202.4316,104196.8237,0.0540,131072.0000,2048.0000,0.0070,3.7738,0.9595,3.7772,192,4
