access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,284962.2213,285587.8809,0.0138,131072.0000,1024.0000,0.0073,1.8358,0.0888,1.8399,128,0
read,291994.9425,292539.0760,0.0122,131072.0000,1024.0000,0.0066,1.7922,0.2579,1.7955,128,0
write,279257.6087,279790.2188,0.0144,131072.0000,1024.0000,0.0070,1.8739,0.0417,1.8774,128,1
read,310279.3452,310905.8739,0.0122,131072.0000,1024.0000,0.0067,1.6863,0.1454,1.6897,128,1
write,244572.4460,244935.9014,0.0165,131072.0000,1024.0000,0.0061,2.1405,0.0454,2.1437,128,2
read,295691.8802,296201.2099,0.0121,131072.0000,1024.0000,0.0060,1.7700,0.2341,1.7731,128,2
write,260358.5872,260793.6172,0.0152,131072.0000,1024.0000,0.0065,2.0104,0.1117,2.0137,128,3
read,336712.3011,337411.3680,0.0117,131072.0000,1024.0000,0.0063,1.5539,0.0681,1.5571,128,3
write,284789.7655,285343.2635,0.0140,131072.0000,1024.0000,0.0069,1.8374,0.0562,1.8410,128,4
read,319084.8840,319761.0928,0.0119,131072.0000,1024.0000,0.0068,1.6396,0.1336,1.6431,128,4
