access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,169578.3286,10652.0751,0.0923,131072.0000,16384.0000,0.0073,0.7691,0.0877,0.7729,32,0
read,210325.9334,13220.0483,0.0675,131072.0000,16384.0000,0.0069,0.6197,0.0952,0.6232,32,0
write,158440.3849,9941.9878,0.0992,131072.0000,16384.0000,0.0064,0.8240,0.0819,0.8273,32,1
read,217167.7493,13643.7827,0.0691,131072.0000,16384.0000,0.0061,0.6004,0.0702,0.6036,32,1
write,154810.8607,9713.6428,0.0990,131072.0000,16384.0000,0.0064,0.8433,0.0953,0.8467,32,2
read,223407.7722,14038.9377,0.0653,131072.0000,16384.0000,0.0062,0.5835,0.0719,0.5867,32,2
write,154595.5415,9701.5394,0.0993,131072.0000,16384.0000,0.0066,0.8444,0.0897,0.8478,32,3
read,215950.8568,13570.3951,0.0683,131072.0000,16384.0000,0.0064,0.6037,0.0705,0.6070,32,3
write,154909.4910,9720.0041,0.0986,131072.0000,16384.0000,0.0064,0.8428,0.1035,0.8461,32,4
read,223633.7895,14053.6030,0.0656,131072.0000,16384.0000,0.0062,0.5829,0.0703,0.5861,32,4
