access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,120600.7783,120806.9210,0.0143,131072.0000,1024.0000,0.0069,2.1699,0.3643,2.1737,64,0
read,185832.8465,186273.4801,0.0107,131072.0000,1024.0000,0.0065,1.4073,0.0472,1.4106,64,0
write,148096.2563,148386.3213,0.0133,131072.0000,1024.0000,0.0068,1.7666,0.0850,1.7701,64,1
read,174105.9493,174493.4709,0.0117,131072.0000,1024.0000,0.0065,1.5023,0.0257,1.5057,64,1
write,138760.1408,139010.3262,0.0139,131072.0000,1024.0000,0.0066,1.8858,0.1142,1.8892,64,2
read,157545.8623,157858.3447,0.0129,131072.0000,1024.0000,0.0065,1.6606,0.0199,1.6639,64,2
write,147138.9016,147416.4291,0.0134,131072.0000,1024.0000,0.0065,1.7783,0.0757,1.7816,64,3
read,188788.7664,189231.1699,0.0107,131072.0000,1024.0000,0.0064,1.3853,0.0276,1.3886,64,3
write,148770.7469,149060.9770,0.0133,131072.0000,1024.0000,0.0067,1.7586,0.0790,1.7621,64,4
read,174964.4549,175354.0780,0.0116,131072.0000,1024.0000,0.0065,1.4949,0.0191,1.4983,64,4
