access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,281621.4739,17671.3946,0.1121,131072.0000,16384.0000,0.0069,0.9271,0.0987,0.9308,64,0
read,109286.5041,6840.0049,0.2530,131072.0000,16384.0000,0.0066,2.3953,0.7727,2.3987,64,0
write,279142.7192,17509.0257,0.1134,131072.0000,16384.0000,0.0066,0.9357,0.0761,0.9391,64,1
read,112820.8167,7060.9488,0.2790,131072.0000,16384.0000,0.0063,2.3204,0.8236,2.3235,64,1
write,273582.4938,17159.9379,0.1123,131072.0000,16384.0000,0.0066,0.9548,0.1026,0.9582,64,2
read,152818.5344,9569.2265,0.1846,131072.0000,16384.0000,0.0064,1.7122,0.5868,1.7154,64,2
write,271940.1376,17057.7824,0.1129,131072.0000,16384.0000,0.0067,0.9605,0.0973,0.9640,64,3
read,117927.4450,7381.4231,0.2453,131072.0000,16384.0000,0.0065,2.2196,0.7456,2.2229,64,3
write,275161.5986,17261.1086,0.1117,131072.0000,16384.0000,0.0068,0.9492,0.0959,0.9527,64,4
read,110010.4364,6885.3183,0.2974,131072.0000,16384.0000,0.0066,2.3796,0.7205,2.3829,64,4
