access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,81280.1841,5203382.3275,0.0093,131072.0000,16.0000,0.0565,77.3830,4.5529,77.4045,1536,0
write,18119.9847,1159690.1004,0.0412,131072.0000,16.0000,0.0667,347.2076,34.9374,347.2109,1536,1
write,19088.7858,1221779.2024,0.0392,131072.0000,16.0000,0.0699,329.5630,26.8821,329.5891,1536,2
write,20195.0562,1292573.5594,0.0376,131072.0000,16.0000,0.0674,311.5128,12.9472,311.5345,1536,3
write,16487.2209,1055224.8784,0.0460,131072.0000,16.0000,0.0669,381.5805,31.0359,381.5959,1536,4
