access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,58750.5832,3760735.5978,0.0043,131072.0000,16.0000,0.0098,35.6892,0.4488,35.6958,512,0
write,59091.8340,3782220.8504,0.0043,131072.0000,16.0000,0.0063,35.4865,0.3925,35.4897,512,1
write,58966.3060,3774178.7957,0.0043,131072.0000,16.0000,0.0062,35.5621,0.3278,35.5653,512,2
write,59027.1563,3778109.0526,0.0043,131072.0000,16.0000,0.0069,35.5251,0.3727,35.5286,512,3
write,55182.4528,3531971.9461,0.0045,131072.0000,16.0000,0.0062,38.0008,2.4833,38.0040,512,4
