access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,29407.6248,1882288.0562,0.0043,131072.0000,16.0000,0.0068,35.6528,0.3534,35.6566,256,0
write,29942.1095,1916472.4256,0.0043,131072.0000,16.0000,0.0062,35.0169,0.3378,35.0201,256,1
write,29971.4519,1918341.8605,0.0043,131072.0000,16.0000,0.0060,34.9827,0.2957,34.9858,256,2
write,29992.1412,1919673.5067,0.0043,131072.0000,16.0000,0.0063,34.9585,0.3920,34.9617,256,3
write,29978.3231,1918790.0935,0.0043,131072.0000,16.0000,0.0063,34.9746,0.3370,34.9778,256,4
