access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,77558.5099,4867.9617,0.1031,131072.0000,16384.0000,0.0067,0.8414,0.0398,0.8450,16,0
read,38419.3314,2405.7028,0.1679,131072.0000,16384.0000,0.0063,1.7026,0.5090,1.7058,16,0
write,69588.7798,4364.6755,0.1141,131072.0000,16384.0000,0.0065,0.9384,0.0482,0.9418,16,1
read,42657.1648,2671.5055,0.1868,131072.0000,16384.0000,0.0062,1.5332,0.4188,1.5363,16,1
write,69707.9529,4372.9980,0.1147,131072.0000,16384.0000,0.0068,0.9367,0.0542,0.9402,16,2
read,43764.3045,2741.4242,0.1625,131072.0000,16384.0000,0.0066,1.4941,0.5863,1.4975,16,2
write,69786.8491,4377.3724,0.1142,131072.0000,16384.0000,0.0065,0.9357,0.0633,0.9391,16,3
read,45359.4130,2841.2380,0.1213,131072.0000,16384.0000,0.0063,1.4416,0.4712,1.4448,16,3
write,63936.1273,4009.7620,0.1141,131072.0000,16384.0000,0.0068,1.0215,0.1532,1.0250,16,4
read,40861.7280,2559.2531,0.1573,131072.0000,16384.0000,0.0067,1.6005,0.3874,1.6038,16,4
