access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,16660.8625,16690.6333,0.0146,131072.0000,1024.0000,0.0065,1.9633,0.1737,1.9668,8,0
read,24052.4134,24107.1107,0.0106,131072.0000,1024.0000,0.0061,1.3593,0.0242,1.3624,8,0
write,18817.7342,18855.6122,0.0136,131072.0000,1024.0000,0.0069,1.7378,0.0184,1.7413,8,1
read,23823.6842,23882.0958,0.0106,131072.0000,1024.0000,0.0066,1.3721,0.0157,1.3754,8,1
write,18562.4215,18598.6309,0.0138,131072.0000,1024.0000,0.0067,1.7619,0.0296,1.7653,8,2
read,24672.1373,24734.0767,0.0103,131072.0000,1024.0000,0.0065,1.3248,0.0105,1.3281,8,2
write,18645.1748,18680.8371,0.0136,131072.0000,1024.0000,0.0065,1.7541,0.0148,1.7575,8,3
read,22502.3721,22552.6117,0.0113,131072.0000,1024.0000,0.0064,1.4530,0.0076,1.4562,8,3
write,18815.4234,18851.2518,0.0135,131072.0000,1024.0000,0.0064,1.7382,0.0310,1.7415,8,4
read,24889.4289,24950.2051,0.0102,131072.0000,1024.0000,0.0063,1.3133,0.0092,1.3165,8,4
