access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,125634.2925,7898.4019,0.1296,131072.0000,16384.0000,0.0094,1.0372,0.0434,1.0433,32,0
read,29710.1436,1858.2942,0.4488,131072.0000,16384.0000,0.0067,4.4083,1.1048,4.4117,32,0
write,114395.0204,7171.0178,0.1402,131072.0000,16384.0000,0.0067,1.1424,0.0759,1.1458,32,1
read,32498.5639,2032.8799,0.4750,131072.0000,16384.0000,0.0068,4.0298,0.9612,4.0332,32,1
write,111697.4179,7002.0571,0.1456,131072.0000,16384.0000,0.0069,1.1699,0.0782,1.1735,32,2
read,31569.2749,1974.6792,0.4967,131072.0000,16384.0000,0.0067,4.1485,1.1515,4.1519,32,2
write,114147.6647,7155.8473,0.1427,131072.0000,16384.0000,0.0067,1.1448,0.0682,1.1483,32,3
read,31594.5316,1976.2327,0.3967,131072.0000,16384.0000,0.0066,4.1453,1.2109,4.1486,32,3
write,113703.2565,7126.6706,0.1419,131072.0000,16384.0000,0.0063,1.1495,0.0856,1.1528,32,4
read,33003.3561,2064.3278,0.4457,131072.0000,16384.0000,0.0061,3.9684,0.8821,3.9715,32,4
