access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,92983.4027,93150.0592,0.0150,131072.0000,1024.0000,0.0074,2.1107,0.3132,2.1144,48,0
read,96300.2325,96459.3092,0.0154,131072.0000,1024.0000,0.0073,2.0382,0.1284,2.0416,48,0
write,109476.4583,109687.8388,0.0136,131072.0000,1024.0000,0.0068,1.7924,0.0891,1.7959,48,1
read,96677.8258,96839.6432,0.0156,131072.0000,1024.0000,0.0066,2.0302,0.0413,2.0336,48,1
write,111904.3411,112130.3336,0.0135,131072.0000,1024.0000,0.0069,1.7534,0.0669,1.7569,48,2
read,94876.9050,95035.7240,0.0155,131072.0000,1024.0000,0.0068,2.0688,0.1170,2.0722,48,2
write,112148.8923,112372.2759,0.0134,131072.0000,1024.0000,0.0067,1.7496,0.0738,1.7531,48,3
read,98882.5056,99053.7333,0.0150,131072.0000,1024.0000,0.0067,1.9849,0.0631,1.9883,48,3
write,112364.3138,112600.6255,0.0136,131072.0000,1024.0000,0.0071,1.7461,0.0630,1.7497,48,4
read,99894.6728,100081.2925,0.0150,131072.0000,1024.0000,0.0072,1.9645,0.0676,1.9682,48,4
