access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,75072.3218,37614.6723,0.0272,131072.0000,2048.0000,0.0069,1.7423,0.2614,1.7459,32,0
read,45477.1133,22764.9945,0.0371,131072.0000,2048.0000,0.0066,2.8788,0.5825,2.8822,32,0
write,80087.6948,40126.4218,0.0250,131072.0000,2048.0000,0.0066,1.6332,0.1552,1.6366,32,1
read,50852.9670,25458.3196,0.0368,131072.0000,2048.0000,0.0063,2.5742,0.5042,2.5775,32,1
write,79670.4142,39922.6851,0.0254,131072.0000,2048.0000,0.0070,1.6416,0.0706,1.6452,32,2
read,47030.9610,23544.6625,0.0393,131072.0000,2048.0000,0.0068,2.7835,0.5206,2.7869,32,2
write,83814.9979,42002.0413,0.0241,131072.0000,2048.0000,0.0067,1.5603,0.0832,1.5638,32,3
read,48720.2562,24390.1794,0.0376,131072.0000,2048.0000,0.0065,2.6870,0.4123,2.6903,32,3
write,83218.1482,41700.6790,0.0246,131072.0000,2048.0000,0.0067,1.5716,0.1098,1.5750,32,4
read,50015.0534,25039.4690,0.0389,131072.0000,2048.0000,0.0065,2.6173,0.5027,2.6207,32,4
