access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,655651.5750,41396.8387,0.0892,131072.0000,16384.0000,0.0114,0.7916,0.1028,0.7996,128,0
read,859311.3373,54013.4294,0.0691,131072.0000,16384.0000,0.0067,0.6067,0.0843,0.6101,128,0
write,625341.2839,39248.7602,0.0986,131072.0000,16384.0000,0.0069,0.8349,0.0913,0.8384,128,1
read,895630.7025,56302.9805,0.0664,131072.0000,16384.0000,0.0066,0.5820,0.0678,0.5854,128,1
write,628925.5970,39473.6708,0.0972,131072.0000,16384.0000,0.0068,0.8301,0.0853,0.8336,128,2
read,882017.5630,55439.3873,0.0665,131072.0000,16384.0000,0.0066,0.5911,0.0735,0.5944,128,2
write,633153.7129,39732.8057,0.0964,131072.0000,16384.0000,0.0064,0.8247,0.0675,0.8281,128,3
read,871702.2653,54773.1835,0.0671,131072.0000,16384.0000,0.0063,0.5982,0.0712,0.6015,128,3
write,627203.1756,39369.0910,0.0953,131072.0000,16384.0000,0.0069,0.8323,0.0895,0.8359,128,4
read,873392.4944,54902.8680,0.0677,131072.0000,16384.0000,0.0067,0.5968,0.0652,0.6003,128,4
