access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,838501.2742,52588.6358,0.1315,131072.0000,16384.0000,0.0078,1.2462,0.2775,1.2505,256,0
read,346107.3106,21656.6031,0.3562,131072.0000,16384.0000,0.0070,3.0261,0.8707,3.0296,256,0
write,1080122.0862,67751.7447,0.1140,131072.0000,16384.0000,0.0069,0.9673,0.1267,0.9708,256,1
read,450612.0402,28203.3954,0.2520,131072.0000,16384.0000,0.0066,2.3237,0.5877,2.3270,256,1
write,1100427.1832,69033.2328,0.1107,131072.0000,16384.0000,0.0069,0.9493,0.1444,0.9529,256,2
read,694552.7946,43506.7497,0.1464,131072.0000,16384.0000,0.0067,1.5063,0.3731,1.5097,256,2
write,919537.4577,57652.5749,0.1279,131072.0000,16384.0000,0.0070,1.1367,0.2227,1.1403,256,3
read,425748.6448,26646.2954,0.2838,131072.0000,16384.0000,0.0069,2.4595,0.6579,2.4629,256,3
write,1070541.4383,67154.9018,0.1133,131072.0000,16384.0000,0.0070,0.9759,0.1382,0.9795,256,4
read,355074.4438,22218.0188,0.3457,131072.0000,16384.0000,0.0069,2.9497,0.8390,2.9531,256,4
