access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,512691.6670,256850.9513,0.0260,131072.0000,2048.0000,0.0074,2.0412,0.4918,2.0452,256,0
read,770035.1487,385992.9156,0.0208,131072.0000,2048.0000,0.0068,1.3583,0.0511,1.3617,256,0
write,669665.3355,335593.2743,0.0234,131072.0000,2048.0000,0.0070,1.5623,0.1082,1.5658,256,1
read,701973.2792,351780.9632,0.0225,131072.0000,2048.0000,0.0067,1.4904,0.1544,1.4938,256,1
write,633539.3315,317412.4899,0.0249,131072.0000,2048.0000,0.0066,1.6518,0.1258,1.6551,256,2
read,774544.5084,388184.0180,0.0208,131072.0000,2048.0000,0.0064,1.3506,0.0425,1.3538,256,2
write,599585.0816,300375.8354,0.0264,131072.0000,2048.0000,0.0067,1.7454,0.1438,1.7488,256,3
read,859405.3695,430859.9131,0.0184,131072.0000,2048.0000,0.0065,1.2168,0.0543,1.2201,256,3
write,694350.8119,348001.3406,0.0222,131072.0000,2048.0000,0.0070,1.5066,0.1112,1.5102,256,4
read,784363.8438,393201.6802,0.0205,131072.0000,2048.0000,0.0069,1.3334,0.0377,1.3368,256,4
