access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,732272.5909,733003.3946,0.0285,131072.0000,1024.0000,0.0292,4.2916,0.8968,4.2958,768,0
read,729547.5080,730128.6518,0.0171,131072.0000,1024.0000,0.0070,4.3085,2.1421,4.3119,768,0
write,837894.2350,838696.8854,0.0266,131072.0000,1024.0000,0.0071,3.7507,0.7039,3.7543,768,1
read,933993.9651,934948.0018,0.0160,131072.0000,1024.0000,0.0067,3.3646,1.3618,3.3680,768,1
write,911965.4094,912824.9324,0.0254,131072.0000,1024.0000,0.0065,3.4461,0.4520,3.4494,768,2
read,1438891.5977,1440942.1497,0.0167,131072.0000,1024.0000,0.0063,2.1831,0.0747,2.1862,768,2
write,936602.8999,937560.1448,0.0254,131072.0000,1024.0000,0.0071,3.3552,0.2652,3.3587,768,3
read,1439575.7752,1441780.1407,0.0168,131072.0000,1024.0000,0.0066,2.1818,0.0751,2.1852,768,3
write,956017.2610,956997.9633,0.0234,131072.0000,1024.0000,0.0068,3.2871,0.3217,3.2905,768,4
read,1460511.1617,1462702.1583,0.0163,131072.0000,1024.0000,0.0063,2.1506,0.0862,2.1539,768,4
