access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,9827.3653,629044.5912,0.0044,131072.0000,16.0000,0.0106,40.0064,3.9506,40.0124,96,0
write,9894.1637,633299.1388,0.0044,131072.0000,16.0000,0.0091,39.7377,4.0088,39.7422,96,1
write,9977.4203,638625.1116,0.0044,131072.0000,16.0000,0.0087,39.4063,3.6726,39.4106,96,2
write,9919.3187,634906.6805,0.0044,131072.0000,16.0000,0.0089,39.6370,3.9239,39.6414,96,3
write,9830.4179,629219.3899,0.0044,131072.0000,16.0000,0.0092,39.9953,4.3265,39.9999,96,4
