access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,1823.2277,116698.1401,0.0044,131072.0000,16.0000,0.0066,35.9415,0.1257,35.9450,16,0
write,1822.2905,116637.3871,0.0044,131072.0000,16.0000,0.0065,35.9602,0.1805,35.9635,16,1
write,1821.0179,116555.5105,0.0044,131072.0000,16.0000,0.0063,35.9855,0.1615,35.9887,16,2
write,1825.7370,116857.1105,0.0044,131072.0000,16.0000,0.0060,35.8926,0.1305,35.8956,16,3
write,1824.1042,116752.4017,0.0044,131072.0000,16.0000,0.0058,35.9248,0.1078,35.9278,16,4
