access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,6326.5790,404954.0882,0.0044,131072.0000,16.0000,0.0081,36.2512,0.6887,36.2559,56,0
write,6352.4565,406596.4844,0.0044,131072.0000,16.0000,0.0069,36.1047,0.8110,36.1082,56,1
write,6364.9243,407394.2071,0.0044,131072.0000,16.0000,0.0067,36.0341,0.9354,36.0375,56,2
write,6355.7049,406803.5553,0.0044,131072.0000,16.0000,0.0069,36.0864,0.7973,36.0898,56,3
write,6350.0794,406443.0346,0.0044,131072.0000,16.0000,0.0066,36.1184,0.9749,36.1218,56,4
